Players,club,age,Position,short_passing,dribbling,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16,Form-15/16
Ashley Williams,Everton,32,Defender,71,57,74,66,82,28,53,79,10,10,1,3,13,7,1,0,0,0,41,0,36,3.0277777778,2,2,9,8,0,0,0,0,50,0,36,2.5833333333
Ashley Young,Manchester United,31,Midfielder,77,78,69,79,67,68,75,64,10,15,0,1,0,2,0,3,0,0,0,0,12,1.75,1,1,0,5,0,3,0,0,0,0,18,1.7777777778
Asmir Begovic,Bournemouth,30,Goalkeeper,26,16,32,24,21,11,31,13,81,82,0,0,0,0,0,0,0,0,5,0,2,0.5,0,0,4,0,0,0,0,0,27,0,17,2.0
Assane Demoya Gnoukouri,Inter,20,Midfielder,74,68,73,73,67,62,68,59,7,7,0,0,0,0,0,0,0,0,0,0,4,1.0,0,0,0,0,0,1,0,0,0,0,2,1.5
Assane Diousse,AS Saint-Etienne,19,Midfielder,76,73,74,76,69,50,71,62,11,8,0,0,0,12,0,5,0,0,0,0,33,1.4242424241999998,0,0,0,3,0,6,0,0,0,0,16,1.375
Augusto Fernandez,Atletico Madrid,31,Midfielder,81,78,80,81,77,78,81,57,13,9,0,0,0,0,0,2,0,0,0,0,3,1.6666666666999999,1,1,0,9,0,9,0,0,0,0,27,1.8888888889
Axel Ngando,Goztepe,23,Midfielder,71,76,63,71,37,64,70,33,14,13,0,2,0,1,0,6,0,0,0,0,20,1.75,2,1,0,3,0,10,0,0,0,0,22,2.1363636364
Aymen Abdennour,Olympique de Marseille,27,Defender,58,48,62,51,75,53,53,78,8,15,0,0,1,4,0,2,0,0,24,0,13,0.8461538462,0,0,3,4,0,2,0,0,24,0,21,2.0952380952
Aymeric Laporte,Athletic Club de Bilbao,23,Defender,73,55,78,71,85,54,52,86,11,5,2,0,9,10,0,2,0,0,39,0,33,2.6363636364,3,1,7,8,1,1,0,0,35,1,26,2.6538461538
Aytac Sulu,SV Darmstadt 98,31,Defender,55,51,63,65,72,47,31,72,6,12,2,0,2,7,0,0,0,0,55,1,28,1.25,7,0,8,6,0,0,0,0,50,2,33,2.9090909091
Bafetimbi Gomis,Galatasaray SK,31,Forward,73,72,46,78,38,79,69,39,11,13,20,3,0,6,0,8,0,0,0,0,31,5.2903225806,6,0,0,0,0,8,0,0,0,0,33,2.4545454545
Bakary Kone,RC Strasbourg,29,Defender,61,41,62,55,74,41,41,69,10,8,0,0,1,2,0,1,0,0,10,0,7,1.7142857143,0,0,1,1,0,0,0,0,11,0,6,1.1666666667
Bakary Sako,Crystal Palace,29,Midfielder,67,76,63,73,40,72,69,37,16,9,0,0,0,0,0,0,0,0,0,0,7,1.0,2,1,0,1,0,8,0,0,0,0,20,2.15
Bas Dost,Sporting CP,28,Forward,74,64,37,73,39,88,68,29,12,8,0,1,0,0,0,1,0,0,0,0,1,5.0,8,1,0,0,0,8,0,0,0,0,22,3.5909090909
Bastian Oczipka,FC Schalke 04,28,Defender,74,73,73,74,75,63,59,74,14,10,1,4,10,5,0,2,0,0,40,0,33,3.0909090909,0,0,6,7,0,0,0,0,47,0,30,1.8
Bebe,SD Eibar,26,Forward,70,78,64,75,33,70,66,18,7,11,3,3,0,2,0,7,0,0,0,0,20,2.5,3,6,0,3,0,16,0,0,0,0,34,2.6764705882
Ben Davies,Tottenham Hotspur,24,Defender,77,73,68,77,77,65,70,80,7,14,1,3,8,1,0,1,0,0,14,0,23,3.9130434782999997,0,2,5,3,0,0,0,0,20,0,17,2.7058823529000002
Ben Foster,West Bromwich Albion,34,Goalkeeper,36,14,32,25,23,14,42,15,79,84,0,0,6,2,0,0,0,0,51,0,38,2.0789473684,0,0,4,1,0,0,0,0,17,0,15,2.6
Ben Watson,Watford,31,Midfielder,79,68,77,76,72,64,71,64,8,6,0,0,0,0,1,0,0,0,0,0,4,0.25,2,0,0,5,0,3,0,0,0,0,35,2.0285714286000003
Benat,Athletic Club de Bilbao,30,Midfielder,85,73,86,80,70,78,84,59,10,13,1,5,0,9,0,14,0,0,0,0,32,2.21875,1,5,0,8,0,10,0,0,0,0,36,2.2222222222
Benedikt Howedes,Juventus,29,Defender,73,60,64,68,83,51,57,84,6,7,1,1,8,7,0,0,0,0,36,0,31,2.6451612903,1,0,1,4,0,1,0,0,20,0,15,1.8
Benik Afobe,Bournemouth,24,Forward,67,71,52,73,25,78,65,21,6,7,6,3,0,1,0,7,0,1,0,0,31,2.6129032258000002,4,0,0,0,0,10,0,0,0,0,15,3.1333333333
Benjamin Andre,Stade Rennais FC,26,Midfielder,80,75,79,76,73,70,76,72,14,10,0,3,0,5,0,4,0,0,0,0,36,2.1111111111,0,2,0,3,0,7,0,0,0,0,32,2.03125
Benjamin Corgnet,RC Strasbourg,30,Midfielder,72,69,69,71,71,68,75,39,15,6,1,0,0,1,0,3,0,0,0,0,10,1.7,1,1,0,1,0,4,0,0,0,0,16,1.75
Benjamin Henrichs,Bayer 04 Leverkusen,20,Midfielder,77,76,66,77,74,58,65,76,9,14,0,2,0,2,0,2,0,0,0,0,29,2.0689655172,0,1,0,1,0,0,0,0,0,0,9,1.7777777778
Benjamin Hubner,TSG 1899 Hoffenheim,27,Defender,57,58,49,63,79,41,51,82,8,16,2,3,8,10,0,6,0,0,25,0,25,3.36,1,0,9,7,0,2,0,0,37,0,30,2.6
Benjamin Jeannot,Dijon FCO,25,Forward,65,65,59,72,32,76,62,25,10,7,0,1,0,0,1,4,0,0,0,1,17,1.0588235294,7,1,0,3,0,10,0,0,0,0,29,2.8620689655000002
Benjamin Lecomte,Montpellier Herault SC,26,Goalkeeper,17,11,21,23,24,10,41,11,74,80,0,0,4,0,0,0,1,0,50,0,30,1.9,0,0,8,0,1,0,0,0,54,0,37,2.1081081081
Benjamin Mendy,Manchester City,22,Defender,76,76,68,76,76,70,58,73,7,9,0,5,10,6,1,3,0,0,19,0,25,3.72,1,1,6,7,1,1,0,0,23,0,24,2.625
Benjamin Moukandjo,Free Agent,28,Forward,71,79,60,75,32,77,65,25,14,10,13,1,0,0,0,10,0,0,0,0,25,4.68,13,0,0,3,0,9,0,0,0,0,31,3.8387096774000002
Benjamin Stambouli,FC Schalke 04,26,Midfielder,77,66,74,76,78,62,73,72,13,15,0,0,0,4,1,5,0,0,0,0,23,1.3478260869999998,0,0,0,2,0,9,0,0,0,0,27,1.5925925926
Benoit Assou-Ekotto,FC Metz,33,Defender,73,70,76,73,72,61,67,68,16,14,0,1,4,1,1,0,0,0,29,0,18,1.9444444444,0,0,9,1,0,1,0,0,20,0,20,3.25
Benoit Costil,Girondins de Bordeaux,29,Goalkeeper,35,13,33,12,22,12,44,16,80,84,0,1,12,1,0,0,1,0,42,0,38,3.0263157895,0,0,5,0,0,0,0,0,45,0,31,2.0322580644999997
Bernardo Espinosa,Girona CF,27,Defender,73,40,61,63,74,33,49,75,15,12,0,0,3,2,0,1,0,0,13,0,11,2.4545454545,1,0,3,6,0,1,0,0,25,0,16,1.9375
Bernardo Silva,Manchester City,22,Midfielder,84,91,78,89,49,77,85,46,10,9,8,9,0,3,0,21,0,0,0,0,37,3.6216216216,7,1,0,6,0,7,0,0,0,0,32,2.6875
Bernd Leno,Bayer 04 Leverkusen,25,Goalkeeper,37,16,33,22,22,7,53,8,84,83,0,0,6,0,0,0,0,0,55,0,34,1.9117647059,0,0,13,0,0,0,1,0,38,1,33,3.0909090909
Billy Jones,Sunderland,30,Defender,68,70,66,67,75,44,51,69,11,15,1,0,5,8,0,3,0,0,50,0,27,1.5185185184999999,1,1,2,8,0,2,0,0,48,0,24,1.2083333333
Billy Ketkeophomphone,Angers SCO,27,Forward,76,78,72,78,42,78,71,15,12,8,1,0,0,2,0,1,0,0,0,0,5,2.4,5,7,0,5,0,13,0,0,0,0,35,3.0571428570999997
Blaise Matuidi,Juventus,30,Midfielder,84,73,79,77,85,68,75,83,11,14,4,4,0,3,0,7,0,0,0,0,34,2.6176470588,4,6,0,4,0,10,0,0,0,0,31,2.8387096774000002
Borja Mayoral,Real Madrid CF,20,Forward,66,68,43,71,12,77,56,12,9,7,2,0,0,1,0,3,0,0,0,0,19,1.6315789474000002,0,0,0,0,0,3,0,0,0,0,6,1.5
Borja Valero,Inter,32,Midfielder,89,86,86,88,70,76,86,58,4,7,1,10,0,4,0,3,0,0,0,0,31,2.9677419355000003,4,6,0,5,0,7,0,0,0,0,37,2.8378378377999995
Borja Viguera,Real Sporting de Gijon,30,Forward,56,71,61,75,25,65,58,13,6,8,2,1,0,1,0,2,0,0,0,0,18,2.0,0,0,0,0,0,1,0,0,0,0,9,1.3333333333
Bostjan Cesar,Chievo Verona,34,Defender,54,54,54,58,80,20,25,81,9,12,1,0,3,9,0,1,0,0,30,0,17,1.4705882353,1,0,9,10,0,0,0,0,37,0,31,2.4838709677
Boukary Drame,Atalanta,31,Defender,68,72,60,71,70,65,50,71,7,8,0,0,3,1,0,2,0,0,10,0,10,2.8,0,0,6,2,0,3,0,0,32,0,25,2.4
Bouna Sarr,Olympique de Marseille,25,Midfielder,63,71,58,70,31,65,60,34,15,12,0,1,0,1,0,6,0,0,0,0,26,1.4230769231,2,1,0,0,0,6,0,0,0,0,25,1.88
Brad Guzan,Atlanta United FC,32,Goalkeeper,26,14,34,28,19,12,51,15,69,76,0,0,3,0,0,0,0,0,17,0,10,2.2,0,0,2,2,0,0,0,0,58,0,28,1.0714285714
Brad Smith,Bournemouth,23,Defender,62,55,60,56,62,59,50,53,12,8,0,0,0,1,0,3,0,0,17,0,5,-1.0,0,0,0,2,0,0,0,0,7,0,4,0.5
Branimir Hrgota,Eintracht Frankfurt,24,Forward,65,76,53,72,17,69,61,25,7,14,5,1,0,2,0,17,0,0,0,0,28,2.7142857143,0,0,0,0,0,0,0,0,0,0,9,1.0
Branislav Ivanovic,Zenit St. Petersburg,33,Defender,71,58,74,66,79,61,57,84,9,13,0,0,1,2,0,0,0,0,12,0,13,2.0,2,2,8,5,0,2,0,0,46,0,33,2.6666666667
Brendan Galloway,Sunderland,21,Defender,69,49,55,68,60,43,49,64,14,8,0,0,1,0,0,1,0,0,3,0,3,3.0,0,1,2,2,0,4,0,0,24,0,15,1.8666666666999998
Brou Angoua,New England Revolution,30,Defender,64,37,59,55,66,29,42,67,12,16,0,1,0,0,0,1,0,0,11,0,7,1.7142857143,1,0,2,4,0,0,0,0,30,0,18,1.6666666666999999
Bruno Fernandes,Sporting CP,22,Midfielder,80,79,77,81,68,75,76,58,14,14,5,2,0,2,0,18,0,0,0,0,33,2.5454545455,3,4,0,8,0,13,0,1,0,0,31,2.3225806452
Bruno Peres,Roma,27,Defender,76,80,66,80,74,74,63,73,11,7,2,2,7,3,0,8,0,0,28,0,30,3.2,3,4,5,9,0,6,0,0,45,1,31,2.5161290323
Bryan Cristante,Atalanta,22,Midfielder,78,73,73,78,60,60,72,55,5,5,3,2,0,2,0,7,0,0,0,0,27,2.2962962963,0,0,0,0,0,1,0,0,0,0,4,1.25
Bryan Dabo,AS Saint-Etienne,25,Midfielder,76,76,71,74,74,71,68,74,6,11,0,1,0,3,0,5,0,0,0,0,14,1.5714285713999998,5,1,0,7,0,8,0,0,0,0,36,2.4722222222
Bryan Oviedo,Sunderland,27,Defender,68,75,64,73,69,66,66,73,12,16,0,0,3,4,0,3,0,0,31,0,16,1.375,0,1,3,0,0,4,0,0,22,0,14,2.2142857143
Burgui,Deportivo Alaves,23,Forward,74,77,59,77,38,75,69,24,8,10,2,4,0,6,0,16,0,0,0,0,32,2.15625,1,2,0,0,0,7,0,1,0,0,26,1.6538461538
Caiuby,FC Augsburg,28,Forward,72,75,64,74,49,69,73,17,7,15,0,0,0,1,0,0,0,0,0,0,5,1.2,4,5,0,11,0,3,0,0,0,0,26,2.8846153846
Callum Wilson,Bournemouth,25,Forward,70,73,60,75,40,77,71,20,15,6,6,0,0,0,0,14,0,0,0,0,20,3.3,5,0,0,0,0,4,0,0,0,0,13,3.6153846154
Calum Chambers,Arsenal,22,Defender,73,67,65,73,72,54,54,75,14,12,2,1,7,4,0,0,0,0,37,0,25,2.72,0,0,2,2,0,0,0,0,9,1,12,1.9166666666999999
Carl Jenkinson,Birmingham City,25,Defender,69,68,64,68,70,67,62,74,15,12,0,0,0,0,0,1,0,0,1,0,1,2.0,2,0,0,3,1,2,0,0,28,1,20,1.5
Carl Medjani,Medicana Sivasspor,32,Defender,68,59,68,59,68,55,55,70,15,13,0,0,1,2,0,1,0,0,18,0,8,0.75,1,0,3,1,0,0,0,0,25,0,14,2.1428571429
Carles Gil,RC Deportivo de La Coruna,24,Midfielder,81,81,78,80,40,74,77,36,15,6,1,4,0,7,0,10,0,0,0,0,23,2.1304347826,2,0,0,3,0,12,0,0,0,0,23,2.0434782609
Carles Planas,Girona CF,26,Defender,70,63,58,72,75,57,47,74,11,14,0,0,3,3,0,2,0,0,14,0,12,2.25,0,2,4,4,0,3,0,0,43,0,26,1.6538461538
Carlos Bacca,Villarreal CF,30,Forward,72,79,50,81,34,87,66,12,12,8,13,2,0,3,0,20,0,2,0,0,31,3.8709677419,18,1,0,2,0,13,0,0,0,0,38,4.3421052632
Carlos Castro,Real Sporting de Gijon,22,Forward,59,67,51,74,24,81,59,35,16,13,4,1,0,1,0,6,0,0,0,0,25,2.28,7,0,0,1,0,5,0,0,0,0,25,2.64
Carlos Fernandez,Sevilla Atletico,21,Forward,52,65,30,66,20,70,52,18,13,12,1,0,0,0,0,1,0,0,0,0,3,3.0,0,0,0,0,0,0,0,0,0,0,1,1.0
Carlos Kameni,Fenerbahce SK,33,Goalkeeper,27,15,29,14,24,14,40,13,82,80,0,0,8,1,0,0,1,0,49,0,36,2.4166666667,0,1,9,1,0,1,1,0,28,1,28,3.1071428571
Carlos Martinez,Real Sociedad,31,Defender,73,64,71,74,78,53,63,76,6,7,0,2,3,2,0,1,0,0,13,0,10,3.1,0,2,1,2,0,1,0,0,12,0,10,2.2
Carlos Sanchez,Fiorentina,31,Midfielder,78,70,76,75,78,58,68,68,6,7,1,1,0,6,0,3,0,0,0,0,31,1.8064516129,0,0,0,3,0,7,0,0,0,0,20,1.65
Carlos Vela,Real Sociedad,28,Forward,81,82,63,81,37,81,80,12,14,10,9,2,0,6,0,19,0,1,0,0,35,3.1142857143000002,5,4,0,5,0,13,0,0,0,0,35,2.8285714286
Casemiro,Real Madrid CF,25,Midfielder,82,69,84,78,86,66,76,83,14,12,4,0,0,10,0,6,0,0,0,0,25,2.2,1,3,0,7,0,4,0,0,0,0,23,2.0434782609
Cedric Bakambu,Villarreal CF,26,Forward,75,80,66,82,39,82,73,30,13,6,11,1,0,5,0,10,0,0,0,0,26,3.6923076923,12,3,0,4,0,12,0,0,0,0,34,3.5294117647000003
Cedric Carrasso,Galatasaray SK,35,Goalkeeper,24,14,22,22,23,13,53,13,79,81,0,0,9,0,0,0,0,0,22,0,24,3.2083333332999997,0,0,6,0,0,2,1,0,29,1,20,2.55
Celso Borges,RC Deportivo de La Coruna,29,Midfielder,78,71,79,78,77,76,73,76,16,13,6,0,0,5,0,5,0,1,0,0,34,2.5588235294,3,2,0,4,0,3,0,0,0,0,24,2.5833333333
Cesare Bovo,Pescara,34,Defender,66,58,70,63,76,33,34,75,10,14,0,0,3,6,0,0,0,0,20,0,14,1.7857142857,2,0,4,10,0,1,0,0,28,0,21,2.1904761905
Chaker Alhadhur,La Berrichonne de Chateauroux,25,Defender,66,57,55,62,67,37,43,67,15,9,0,0,0,0,0,0,0,0,2,0,1,0.0,0,0,1,2,0,1,0,0,15,0,10,1.5
Charles,SD Eibar,33,Forward,60,74,42,85,18,80,55,34,9,11,3,1,0,5,0,4,0,0,0,0,21,2.1428571429,12,3,0,12,0,6,0,0,0,1,35,3.4857142857
Charles Aranguiz,Bayer 04 Leverkusen,28,Midfielder,81,74,81,80,73,75,80,54,7,13,2,2,0,8,0,10,0,1,0,0,27,2.0370370369999997,2,1,0,1,0,0,0,0,0,0,7,3.4285714286
Charlie Adam,Stoke City,31,Midfielder,77,64,81,74,54,77,81,54,7,6,1,3,0,7,0,11,0,0,0,0,24,2.0,1,1,0,6,1,7,0,0,0,0,22,1.5
Charlie Austin,Southampton,27,Forward,59,66,46,74,47,83,61,31,11,13,6,1,0,1,0,9,0,0,0,0,15,3.8666666667,1,0,0,0,0,2,0,0,0,0,7,2.0
Charlie Daniels,Bournemouth,30,Defender,73,74,69,74,71,71,71,72,16,7,4,3,10,1,0,0,0,0,53,0,34,3.1470588235,3,5,7,2,0,1,0,0,64,0,37,2.5945945946
Charly Musonda,Chelsea,20,Midfielder,73,83,70,80,21,68,67,21,6,9,0,1,0,2,0,0,0,0,0,0,8,1.25,1,1,0,2,0,4,0,0,0,0,16,2.1875
Cheikh M'Bengue,AS Saint-Etienne,28,Defender,70,63,65,68,72,49,54,68,9,8,0,1,5,3,0,4,0,0,17,0,15,2.8666666667,1,0,3,2,0,2,0,0,29,0,23,2.1739130435
Cheikh N'Doye,Birmingham City,31,Midfielder,70,66,76,77,75,76,71,80,13,8,6,4,0,5,1,0,0,0,0,0,33,3.0,9,3,0,5,2,0,0,0,0,0,32,3.34375
Cheikhou Kouyate,West Ham United,27,Midfielder,68,68,64,73,81,72,63,70,8,9,1,0,0,3,0,6,0,0,0,0,31,2.0645161290000003,5,2,0,5,1,3,0,0,0,0,34,2.6764705882
Chris Brunt,West Bromwich Albion,32,Midfielder,78,77,79,77,67,70,74,63,13,7,3,4,0,5,0,4,0,0,0,0,31,2.5806451613,0,3,0,7,0,4,0,0,0,0,22,2.0
Chris Smalling,Manchester United,27,Defender,66,59,63,58,79,48,49,80,15,15,1,1,4,0,0,1,0,0,16,0,18,3.2222222222,0,1,17,8,0,0,0,0,31,1,35,3.3428571429000002
Christian Benteke,Crystal Palace,26,Forward,72,73,48,78,29,76,73,25,5,5,15,2,0,10,0,7,0,2,0,0,36,3.8611111111,9,3,0,2,0,3,0,0,0,0,29,3.2758620689999995
Christian Clemens,1. FC Koln,25,Midfielder,75,73,67,73,39,74,73,32,6,6,1,1,0,2,0,8,0,0,0,0,15,2.2,5,3,0,1,0,12,0,0,0,0,28,2.8928571429
Christian Eriksen,Tottenham Hotspur,25,Midfielder,89,84,86,87,55,81,90,38,14,6,8,15,0,0,0,10,0,0,0,0,36,4.3611111111000005,6,13,0,2,0,10,0,0,0,0,35,3.8571428571
Christian Fuchs,Leicester City,31,Defender,76,70,75,75,76,72,73,74,12,13,2,4,8,10,0,2,0,0,57,0,36,2.4166666667,0,4,15,4,0,1,0,0,23,0,32,3.875
Christian Maggio,Napoli,35,Defender,74,70,72,77,67,74,58,65,5,9,0,0,3,0,0,1,0,0,3,0,7,3.7142857143,0,0,1,0,0,0,0,0,11,0,8,1.625
Christian Mathenia,Hamburger SV,25,Goalkeeper,31,15,25,23,19,15,35,13,69,79,0,0,3,1,0,0,0,0,19,0,14,2.2142857143,0,0,8,3,0,0,1,0,51,0,33,2.2424242424000003
Christian Pulisic,Borussia Dortmund,18,Midfielder,76,86,59,79,30,73,76,28,12,14,3,6,0,1,0,5,0,0,0,0,29,2.6206896552,2,0,0,1,0,3,0,0,0,0,9,2.4444444444
Christian Trasch,FC Ingolstadt 04,29,Midfielder,75,69,74,73,76,63,72,70,13,11,0,1,0,0,0,1,0,0,0,0,11,1.9090909091,0,1,0,2,0,8,0,0,0,0,29,1.8275862069
Christoph Janker,FC Augsburg,32,Defender,54,42,41,54,62,32,39,73,8,16,0,0,3,4,0,0,0,0,22,0,15,1.8,0,0,0,2,0,2,0,0,15,0,11,1.0
Christophe Jallet,OGC Nice,33,Midfielder,79,70,75,77,75,74,75,78,8,11,1,2,0,0,0,0,0,0,0,0,13,2.7692307692,1,5,0,3,0,4,0,0,0,0,23,2.6086956521999998
Christophe Kerbrat,En Avant de Guingamp,30,Midfielder,68,60,62,67,77,33,49,79,7,11,0,1,0,3,0,1,0,0,0,0,35,2.0,0,0,0,7,0,1,0,0,0,1,29,1.6551724138
Christopher Nkunku,Paris Saint-Germain,19,Midfielder,74,74,69,74,64,68,70,58,6,7,1,0,0,2,0,3,0,0,0,0,8,2.0,0,0,0,0,0,2,0,0,0,0,5,1.8
Ciprian Tatarusanu,FC Nantes,31,Goalkeeper,37,16,37,19,26,13,35,16,75,79,0,0,11,0,0,1,0,0,51,0,35,2.5142857143,0,0,14,2,0,1,0,0,40,0,37,3.0
Ciro Immobile,Lazio,27,Forward,70,79,49,80,40,86,62,31,8,6,23,3,0,7,0,6,0,0,0,0,37,5.1351351351,7,2,0,4,0,8,0,1,0,0,22,3.1071428571
Claud Adjapong,Sassuolo,19,Defender,62,73,57,76,66,72,60,66,9,8,1,0,0,3,0,3,0,0,19,0,9,0.8888888889,0,0,0,0,0,0,0,0,4,0,2,0.0
Claudio Beauvue,CD Leganes,29,Midfielder,71,72,61,73,43,70,64,36,15,13,1,2,0,1,0,2,0,0,0,0,13,2.1538461538,6,3,0,1,0,10,0,0,0,0,29,2.7894736842000003
Claudio Bravo,Manchester City,34,Goalkeeper,56,22,54,41,23,15,69,11,80,81,0,0,5,0,0,1,1,0,28,0,23,1.8863636363999998,0,0,15,0,0,1,0,0,23,0,33,3.6969696969999997
Claudio Marchisio,Juventus,31,Midfielder,87,84,85,85,80,80,84,72,3,4,1,2,0,2,0,9,0,0,0,0,18,2.3333333333,0,2,0,8,0,3,0,0,0,0,23,1.9130434783
Claudio Pizarro,1. FC Koln,38,Forward,75,76,74,78,33,82,78,18,7,14,1,1,0,1,0,8,0,0,0,0,19,1.8947368421000002,14,3,0,3,0,8,0,1,0,0,28,4.25
Claudio Yacob,West Bromwich Albion,29,Midfielder,83,66,74,76,82,42,69,75,6,8,0,0,0,9,0,6,0,0,0,0,33,1.5454545455000002,0,1,0,9,0,8,0,0,0,0,34,1.7941176471
Clement Chantome,RC Lens,29,Midfielder,78,70,75,74,66,73,73,61,9,12,0,0,0,1,0,4,0,0,0,0,7,1.7142857143,1,0,0,9,0,3,0,0,0,0,26,1.8076923077
Clement Grenier,Olympique Lyonnais,26,Midfielder,79,77,80,79,59,66,77,49,11,6,0,1,0,1,0,1,0,0,0,0,10,1.25,2,3,0,3,0,6,0,0,0,0,18,2.4444444444
Clinton Mua Njie,Olympique de Marseille,23,Midfielder,72,75,64,68,32,76,64,24,10,11,4,1,0,1,0,8,0,0,0,0,22,2.5,0,1,0,0,0,0,0,0,0,0,8,1.375
Coke,FC Schalke 04,30,Defender,76,72,66,79,77,62,60,76,9,16,1,0,0,1,0,2,0,0,10,0,8,2.125,1,1,3,3,1,3,0,0,30,0,21,2.0952380952
Connor Wickham,Crystal Palace,24,Forward,62,67,57,70,18,68,60,19,16,12,2,0,0,1,0,2,0,0,0,0,8,2.625,5,3,0,1,0,10,0,0,0,0,21,3.2857142857
Corentin Jean,Toulouse FC,21,Forward,71,75,64,72,29,77,69,20,7,15,1,2,0,2,0,10,0,0,0,0,18,2.4444444444,5,0,0,4,1,8,0,0,0,0,34,2.4117647059
Corentin Tolisso,FC Bayern Munich,22,Midfielder,85,77,82,80,76,79,79,72,10,14,8,5,0,1,1,5,0,0,0,0,31,3.5806451613,5,5,0,3,0,5,0,0,0,0,33,2.9696969697
Costel Pantilimon,RC Deportivo de La Coruna,30,Goalkeeper,38,15,36,22,27,12,38,14,76,77,0,0,0,0,0,0,0,0,6,0,2,-0.5,0,0,3,3,0,0,0,0,33,0,17,1.4117647059
Craig Cathcart,Watford,28,Defender,71,47,61,59,68,27,43,76,6,13,0,1,2,3,0,2,0,0,24,0,15,1.6666666666999999,1,0,10,3,0,1,0,0,48,1,35,2.4285714286
Craig Dawson,West Bromwich Albion,27,Defender,65,55,60,67,74,56,51,75,8,5,4,0,6,10,0,2,0,0,50,0,37,2.4054054054,4,0,10,3,0,1,0,0,48,1,38,2.9210526316000003
Craig Gardner,Birmingham City,30,Midfielder,70,67,74,73,68,70,71,70,9,14,0,1,0,1,0,2,0,0,0,0,9,1.4444444444,3,3,0,5,0,11,0,1,0,0,34,2.0882352941
Cristian Ansaldi,Torino,30,Defender,77,80,76,78,75,65,73,78,15,8,0,1,2,8,0,7,0,0,27,0,21,1.7142857143,0,4,7,4,0,3,0,0,28,0,24,3.0833333332999997
Cristian Molinaro,Torino,33,Defender,70,69,61,66,75,64,57,71,7,8,0,2,0,2,0,2,0,0,21,0,10,1.3,1,0,4,4,0,7,0,0,36,0,27,2.0370370369999997
Cristian Tello,Real Betis Balompie,25,Forward,74,82,60,82,26,72,69,20,12,13,4,5,0,1,0,11,0,0,0,0,35,2.5714285714,2,4,0,1,0,9,0,0,0,0,15,3.2666666667000004
Cristian Zapata,Milan,30,Defender,50,55,58,55,80,35,38,84,5,3,1,0,3,0,0,0,0,0,18,0,15,2.6,1,0,2,3,0,1,0,0,24,0,16,1.875
Cristiano Biraghi,Fiorentina,24,Defender,63,61,59,66,77,56,52,75,6,7,1,3,3,11,0,4,0,1,75,0,35,1.1142857143,0,1,4,8,0,3,0,0,56,0,32,0.734375
Cristiano Piccini,Sporting CP,24,Defender,71,75,59,74,77,64,55,77,9,11,2,3,4,6,1,4,0,0,31,0,23,2.652173913,0,0,3,4,0,2,0,0,20,0,16,2.1875
Cristiano Ronaldo,Real Madrid CF,32,Forward,83,91,77,93,29,95,85,22,11,11,25,6,0,4,0,5,0,1,0,0,29,6.7241379310000005,35,11,0,2,0,2,0,2,0,0,36,7.6111111111000005
Cuco Martina,Everton,27,Defender,62,62,60,61,70,53,59,67,14,12,0,0,1,0,0,2,0,0,6,0,9,2.7777777778,1,2,1,1,0,1,0,0,18,0,15,2.5333333333000003
Cyril Thereau,Fiorentina,34,Forward,74,79,58,81,25,80,79,16,5,12,12,2,0,3,0,18,0,1,0,0,33,3.7878787879000004,11,3,0,2,1,11,0,0,0,0,36,3.5833333332999997
Daley Blind,Manchester United,27,Defender,81,73,80,80,82,68,76,80,9,10,1,2,8,2,0,2,0,0,18,0,23,3.6086956522,1,2,12,2,0,3,0,0,35,0,35,3.3714285714
Damien Delaney,Crystal Palace,35,Defender,50,28,55,55,71,33,45,72,14,11,0,2,2,8,0,2,0,0,46,0,30,1.4,2,2,5,2,0,0,0,0,46,2,32,2.28125
Damien da Silva,SM Caen,29,Defender,69,42,51,68,78,39,40,78,8,11,0,1,9,4,1,1,0,0,62,0,36,1.9166666666999999,2,0,8,4,1,2,0,0,37,0,28,2.6428571429
Dan Gosling,Bournemouth,27,Midfielder,73,66,71,71,71,77,73,66,15,6,2,0,0,6,0,4,0,0,0,0,27,1.6666666666999999,3,1,0,6,0,7,0,0,0,0,34,2.1764705882
Dani Alves,Paris Saint-Germain,34,Defender,83,84,77,86,81,74,78,73,11,7,2,2,4,5,0,4,0,0,15,0,19,3.4736842105,0,4,9,6,0,7,0,0,22,0,29,3.4137931033999998
Dani Castellano,UD Las Palmas,29,Midfielder,74,75,62,73,68,63,62,70,7,11,0,1,0,3,0,5,0,0,0,0,27,1.9259259259000001,0,0,0,5,0,3,0,0,0,0,27,1.7407407407
Dani Ceballos,Real Madrid CF,20,Midfielder,79,82,78,83,76,73,80,70,15,13,2,2,0,8,0,2,0,0,0,0,30,2.0666666666999998,0,2,0,10,0,12,0,0,0,0,34,1.5294117647
Dani Garcia,SD Eibar,27,Midfielder,86,66,81,81,82,60,74,68,14,11,1,1,0,9,1,2,0,0,0,0,36,1.8888888889,0,0,0,16,0,5,0,1,0,0,35,1.4857142856999999
